RED,IR,EKG,TIME
38099,81663,9
38092,81666,5
38112,81702,8
38112,81702,5
38126,81696,5
38120,81717,8
38136,81729,5
38125,81732,5
38113,81717,5
38122,81731,8
38127,81722,5
38125,81717,5
38123,81709,8
38115,81700,5
38105,81683,5
38076,81629,8
38076,81629,5
38097,81625,5
38085,81613,5
38054,81620,8
38053,81609,5
38059,81596,5
38053,81589,8
38060,81600,5
38049,81591,5
38047,81595,5
38060,81598,8
38068,81616,5
38059,81613,5
38066,81611,8
38066,81611,5
38028,81632,5
38064,81625,8
38076,81633,5
38073,81636,5
38076,81639,5
38079,81639,8
38077,81636,5
38089,81656,5
38087,81659,8
38072,81644,5
38080,81649,5
38090,81666,5
38099,81682,8
38099,81682,5
38092,81711,5
38084,81673,8
38073,81609,5
38075,81636,5
38087,81629,8
38089,81619,5
38063,81622,5
38045,81604,5
38043,81598,8
38056,81598,5
38054,81608,5
38051,81620,8
38051,81620,5
38059,81586,5
38061,81603,5
38064,81633,8
38059,81639,5
38067,81645,5
38035,81654,8
38061,81646,5
38039,81648,5
38069,81660,8
38060,81635,5
38063,81622,5
38041,81626,5
38062,81632,8
38062,81632,5
38068,81646,5
38066,81646,8
38101,81644,5
38075,81666,5
38091,81690,5
38103,81710,8
38136,81741,5
38121,81735,5
38141,81761,8
38156,81777,5
38164,81816,5
38164,81816,8
38180,81844,5
38189,81863,5
38192,81886,5
38207,81874,8
38218,81918,5
38213,81924,5
38219,81890,8
38212,81873,5
38214,81936,5
38220,81931,5
38233,81948,8
38233,81948,5
38236,81977,5
38232,81947,8
38232,81959,5
38232,81955,5
38219,81983,8
38213,81926,5
38201,81906,4
38202,81886,1
38187,81912,9
38187,81876,5
38185,81876,4
38184,81865,5
38181,81886,4
38190,81867,5
38191,81872,5
38190,81870,6
38192,81882,3
38195,81878,5
38196,81875,5
38187,81889,5
38192,81892,4
38203,81900,5
38205,81903,5
38206,81908,5
38209,81918,5
38220,81935,4
38222,81935,5
38230,81935,5
38227,81944,5
38230,81949,5
38228,81949,4
38229,81947,5
38228,81957,5
38225,81950,5
38217,81928,4
38221,81931,5
38223,81928,6
38215,81916,4
38209,81902,5
38195,81875,4
38180,81857,5
38174,81850,5
38167,81827,5
38159,81803,5
38153,81801,4
38147,81788,5
38135,81781,5
38131,81777,5
38140,81782,5
38138,81776,4
38142,81776,5
38128,81776,5
38129,81772,5
38142,81767,5
38134,81771,4
38125,81770,5
38141,81767,5
38135,81770,5
38130,81761,4
38120,81747,5
38119,81750,5
38113,81735,6
38106,81702,4
38092,81683,4
38094,81676,5
38088,81685,5
38087,81675,5
38081,81679,5
38081,81668,4
38075,81669,5
38082,81669,5
38090,81668,5
38083,81652,5
38087,81664,4
38081,81671,5
38088,81664,5
38093,81669,5
38088,81676,4
38089,81672,4
38105,81688,5
38115,81685,5
38107,81696,5
38106,81707,5
38116,81718,4
38121,81725,5
38131,81737,5
38140,81739,6
38124,81741,3
38130,81747,5
38141,81747,5
38144,81763,5
38141,81754,5
38145,81749,4
38136,81736,5
38132,81748,5
38138,81732,5
38126,81725,5
38113,81714,4
38116,81710,5
38103,81681,5
38099,81675,5
38062,81657,4
38083,81629,5
38077,81625,5
38064,81601,5
38026,81590,5
38064,81585,4
38047,81584,6
38042,81565,4
38034,81563,5
38039,81556,5
38038,81550,4
38032,81541,5
38065,81548,5
38031,81541,5
38038,81536,5
38026,81548,4
38068,81546,5
38031,81545,5
38039,81542,5
38039,81546,4
38063,81561,4
38040,81558,5
38054,81581,5
38055,81576,5
38067,81591,4
38066,81600,5
38064,81609,5
38078,81610,5
38079,81607,5
38078,81619,4
38074,81628,5
38071,81620,6
38070,81569,4
38064,81594,5
38057,81586,4
38062,81578,5
38043,81530,5
38035,81544,5
38033,81543,5
38023,81534,4
38028,81540,5
38025,81539,5
38024,81529,5
38025,81539,4
38029,81575,5
38033,81551,5
38049,81567,5
38048,81587,5
38049,81632,4
38054,81609,5
38065,81604,5
38067,81604,5
38065,81621,5
38054,81585,4
38037,81567,5
38038,81562,5
38026,81545,6
38017,81529,4
38013,81532,4
38019,81522,5
38016,81514,5
38014,81530,5
38019,81513,5
38016,81528,4
38029,81547,5
38037,81560,5
38033,81575,5
38049,81594,4
38062,81601,5
38066,81612,5
38075,81634,5
38074,81644,5
